ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Cuban,12/15/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,12/15/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,12/15/2019 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,2555
Haley,12/15/2019 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,5711
Ryan,12/15/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,12/15/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/15/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/15/2019 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,2620
Yang,12/15/2019 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,3284
Buttigieg,12/15/2019 12:00:00 AM,$0.09,$0.10,$0.08,$0.09,15993
Gabbard,12/15/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1010
Clinton,12/15/2019 12:00:00 AM,$0.06,$0.07,$0.05,$0.05,5823
Harris,12/16/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Warren,12/16/2019 12:00:00 AM,$0.09,$0.09,$0.08,$0.08,3901
Booker,12/16/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/16/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,466
Biden,12/16/2019 12:00:00 AM,$0.20,$0.20,$0.18,$0.18,9178
Sanders,12/16/2019 12:00:00 AM,$0.14,$0.16,$0.14,$0.15,6441
Pence,12/16/2019 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,2248
Trump,12/16/2019 12:00:00 AM,$0.46,$0.47,$0.46,$0.47,11390
Gillibrand,12/16/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,12/16/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,12/16/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,12/16/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,12/16/2019 12:00:00 AM,$0.02,$0.03,$0.02,$0.03,2464
Haley,12/16/2019 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,33745
Ryan,12/16/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,12/16/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/16/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/16/2019 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,3574
Yang,12/16/2019 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,6716
Buttigieg,12/16/2019 12:00:00 AM,$0.09,$0.10,$0.08,$0.08,5557
Gabbard,12/16/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,19
Clinton,12/16/2019 12:00:00 AM,$0.05,$0.06,$0.05,$0.06,2265
Harris,12/17/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/17/2019 12:00:00 AM,$0.08,$0.09,$0.08,$0.09,6191
Booker,12/17/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/17/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,20
Biden,12/17/2019 12:00:00 AM,$0.18,$0.20,$0.18,$0.20,13654
Sanders,12/17/2019 12:00:00 AM,$0.15,$0.16,$0.14,$0.15,3663
Pence,12/17/2019 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,3069
Trump,12/17/2019 12:00:00 AM,$0.47,$0.48,$0.46,$0.48,10723
Gillibrand,12/17/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,12/17/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,12/17/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,12/17/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,12/17/2019 12:00:00 AM,$0.03,$0.03,$0.02,$0.02,1498
Haley,12/17/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,7851
Ryan,12/17/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,12/17/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/17/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/17/2019 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,5571
Yang,12/17/2019 12:00:00 AM,$0.05,$0.06,$0.05,$0.06,7738
Buttigieg,12/17/2019 12:00:00 AM,$0.08,$0.10,$0.08,$0.10,2014
Gabbard,12/17/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1446
Clinton,12/17/2019 12:00:00 AM,$0.06,$0.06,$0.05,$0.06,7598
Harris,12/18/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,901
Warren,12/18/2019 12:00:00 AM,$0.09,$0.09,$0.08,$0.08,7852
Booker,12/18/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/18/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/18/2019 12:00:00 AM,$0.20,$0.20,$0.18,$0.19,12366
Sanders,12/18/2019 12:00:00 AM,$0.15,$0.16,$0.14,$0.15,15423
Pence,12/18/2019 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,29712
Trump,12/18/2019 12:00:00 AM,$0.48,$0.49,$0.46,$0.47,28606
Gillibrand,12/18/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,12/18/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,12/18/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,12/18/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,12/18/2019 12:00:00 AM,$0.02,$0.02,$0.02,$0.02,2292
Haley,12/18/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,9001
Ryan,12/18/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,12/18/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/18/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/18/2019 12:00:00 AM,$0.05,$0.06,$0.04,$0.04,11966
Yang,12/18/2019 12:00:00 AM,$0.06,$0.06,$0.05,$0.05,17351
Buttigieg,12/18/2019 12:00:00 AM,$0.10,$0.10,$0.08,$0.08,14367
Gabbard,12/18/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1401
Clinton,12/18/2019 12:00:00 AM,$0.06,$0.06,$0.05,$0.05,6720
Harris,12/19/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5000
Warren,12/19/2019 12:00:00 AM,$0.08,$0.09,$0.08,$0.08,24560
Booker,12/19/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/19/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1800
Biden,12/19/2019 12:00:00 AM,$0.19,$0.23,$0.18,$0.21,33618
Sanders,12/19/2019 12:00:00 AM,$0.15,$0.16,$0.14,$0.15,21020
Pence,12/19/2019 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,16227
Trump,12/19/2019 12:00:00 AM,$0.47,$0.49,$0.47,$0.49,38179
Gillibrand,12/19/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,12/19/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,12/19/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6
Zuckerberg,12/19/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Klobuchar,12/19/2019 12:00:00 AM,$0.02,$0.04,$0.01,$0.04,73085
Haley,12/19/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,9678
Ryan,12/19/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,12/19/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/19/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/19/2019 12:00:00 AM,$0.04,$0.06,$0.04,$0.05,23887
Yang,12/19/2019 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,14050
Buttigieg,12/19/2019 12:00:00 AM,$0.08,$0.10,$0.08,$0.08,24085
Gabbard,12/19/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,35007
Clinton,12/19/2019 12:00:00 AM,$0.05,$0.06,$0.04,$0.04,52635
Harris,12/20/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/20/2019 12:00:00 AM,$0.08,$0.09,$0.05,$0.07,43054
Booker,12/20/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Kasich,12/20/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10500
Biden,12/20/2019 12:00:00 AM,$0.21,$0.25,$0.20,$0.23,23944
Sanders,12/20/2019 12:00:00 AM,$0.15,$0.16,$0.14,$0.15,14527
Pence,12/20/2019 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,18283
Trump,12/20/2019 12:00:00 AM,$0.49,$0.49,$0.47,$0.47,24865
Gillibrand,12/20/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,12/20/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,12/20/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,12/20/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,12/20/2019 12:00:00 AM,$0.04,$0.05,$0.03,$0.04,36386
Haley,12/20/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1661
Ryan,12/20/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,12/20/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/20/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/20/2019 12:00:00 AM,$0.05,$0.06,$0.05,$0.06,13676
Yang,12/20/2019 12:00:00 AM,$0.05,$0.07,$0.05,$0.07,29348
Buttigieg,12/20/2019 12:00:00 AM,$0.08,$0.09,$0.07,$0.07,21317
Gabbard,12/20/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1840
Clinton,12/20/2019 12:00:00 AM,$0.04,$0.05,$0.03,$0.03,37006
Harris,12/21/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/21/2019 12:00:00 AM,$0.07,$0.07,$0.06,$0.06,22738
Booker,12/21/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/21/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/21/2019 12:00:00 AM,$0.23,$0.24,$0.22,$0.23,13564
Sanders,12/21/2019 12:00:00 AM,$0.15,$0.17,$0.15,$0.15,24367
Pence,12/21/2019 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,6788
Trump,12/21/2019 12:00:00 AM,$0.47,$0.48,$0.46,$0.46,11695
Gillibrand,12/21/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,12/21/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,12/21/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,12/21/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,12/21/2019 12:00:00 AM,$0.04,$0.05,$0.03,$0.04,16845
Haley,12/21/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Ryan,12/21/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,12/21/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
Brown,12/21/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/21/2019 12:00:00 AM,$0.06,$0.06,$0.05,$0.05,10616
Yang,12/21/2019 12:00:00 AM,$0.07,$0.08,$0.05,$0.07,25709
Buttigieg,12/21/2019 12:00:00 AM,$0.07,$0.09,$0.07,$0.07,8733
Gabbard,12/21/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/21/2019 12:00:00 AM,$0.03,$0.04,$0.02,$0.02,51355
Harris,12/22/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/22/2019 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,18492
Booker,12/22/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/22/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/22/2019 12:00:00 AM,$0.23,$0.25,$0.22,$0.23,11992
Sanders,12/22/2019 12:00:00 AM,$0.15,$0.16,$0.15,$0.16,11721
Pence,12/22/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,7791
Trump,12/22/2019 12:00:00 AM,$0.46,$0.48,$0.46,$0.47,15352
Gillibrand,12/22/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,12/22/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,12/22/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,12/22/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,12/22/2019 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,9266
Haley,12/22/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,12/22/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,12/22/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/22/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/22/2019 12:00:00 AM,$0.05,$0.06,$0.04,$0.05,8867
Yang,12/22/2019 12:00:00 AM,$0.07,$0.08,$0.07,$0.08,10285
Buttigieg,12/22/2019 12:00:00 AM,$0.07,$0.08,$0.07,$0.07,8099
Gabbard,12/22/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4003
Clinton,12/22/2019 12:00:00 AM,$0.02,$0.03,$0.02,$0.03,25820
Harris,12/23/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/23/2019 12:00:00 AM,$0.06,$0.07,$0.05,$0.06,34229
Booker,12/23/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Kasich,12/23/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/23/2019 12:00:00 AM,$0.23,$0.24,$0.21,$0.23,9481
Sanders,12/23/2019 12:00:00 AM,$0.16,$0.16,$0.14,$0.15,14084
Pence,12/23/2019 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,12061
Trump,12/23/2019 12:00:00 AM,$0.47,$0.47,$0.45,$0.46,17563
Gillibrand,12/23/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,12/23/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,12/23/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,12/23/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,12/23/2019 12:00:00 AM,$0.03,$0.04,$0.03,$0.04,16406
Haley,12/23/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,12/23/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,12/23/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/23/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/23/2019 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,11266
Yang,12/23/2019 12:00:00 AM,$0.08,$0.08,$0.06,$0.07,18665
Buttigieg,12/23/2019 12:00:00 AM,$0.07,$0.08,$0.07,$0.08,15344
Gabbard,12/23/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,51
Clinton,12/23/2019 12:00:00 AM,$0.03,$0.03,$0.02,$0.02,5280
Harris,12/24/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/24/2019 12:00:00 AM,$0.06,$0.07,$0.06,$0.07,6114
Booker,12/24/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/24/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/24/2019 12:00:00 AM,$0.23,$0.24,$0.22,$0.24,4117
Sanders,12/24/2019 12:00:00 AM,$0.15,$0.15,$0.14,$0.15,4277
Pence,12/24/2019 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,30997
Trump,12/24/2019 12:00:00 AM,$0.46,$0.47,$0.46,$0.47,6797
Gillibrand,12/24/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,12/24/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,12/24/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,12/24/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,12/24/2019 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,3069
Haley,12/24/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,12/24/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,12/24/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/24/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/24/2019 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,5725
Yang,12/24/2019 12:00:00 AM,$0.07,$0.07,$0.06,$0.07,4145
Buttigieg,12/24/2019 12:00:00 AM,$0.08,$0.08,$0.07,$0.07,3042
Gabbard,12/24/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2000
Clinton,12/24/2019 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,4852
Harris,12/25/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/25/2019 12:00:00 AM,$0.07,$0.07,$0.06,$0.06,1772
Booker,12/25/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/25/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/25/2019 12:00:00 AM,$0.24,$0.24,$0.23,$0.24,1943
Sanders,12/25/2019 12:00:00 AM,$0.15,$0.15,$0.14,$0.14,3186
Pence,12/25/2019 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,360
Trump,12/25/2019 12:00:00 AM,$0.47,$0.47,$0.46,$0.46,4034
Gillibrand,12/25/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,12/25/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,12/25/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,12/25/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,12/25/2019 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,10336
Haley,12/25/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,12/25/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,12/25/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/25/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/25/2019 12:00:00 AM,$0.05,$0.06,$0.04,$0.04,15673
Yang,12/25/2019 12:00:00 AM,$0.07,$0.07,$0.06,$0.06,1269
Buttigieg,12/25/2019 12:00:00 AM,$0.07,$0.08,$0.06,$0.06,7822
Gabbard,12/25/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/25/2019 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,4328
Harris,12/26/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Warren,12/26/2019 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,3662
Booker,12/26/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/26/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/26/2019 12:00:00 AM,$0.24,$0.24,$0.23,$0.23,9596
Sanders,12/26/2019 12:00:00 AM,$0.14,$0.16,$0.14,$0.15,9668
Pence,12/26/2019 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1018
Trump,12/26/2019 12:00:00 AM,$0.46,$0.48,$0.46,$0.48,11951
Gillibrand,12/26/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Cuomo,12/26/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,12/26/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,12/26/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,12/26/2019 12:00:00 AM,$0.03,$0.04,$0.03,$0.04,2693
Haley,12/26/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,12/26/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,12/26/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Brown,12/26/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Bloomberg,12/26/2019 12:00:00 AM,$0.04,$0.06,$0.04,$0.05,2526
Yang,12/26/2019 12:00:00 AM,$0.06,$0.09,$0.06,$0.06,23611
Buttigieg,12/26/2019 12:00:00 AM,$0.06,$0.08,$0.06,$0.06,5368
Gabbard,12/26/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/26/2019 12:00:00 AM,$0.02,$0.03,$0.02,$0.03,1203
Harris,12/27/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/27/2019 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,13865
Booker,12/27/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/27/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/27/2019 12:00:00 AM,$0.23,$0.25,$0.23,$0.24,8791
Sanders,12/27/2019 12:00:00 AM,$0.15,$0.17,$0.14,$0.16,27485
Pence,12/27/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4483
Trump,12/27/2019 12:00:00 AM,$0.48,$0.48,$0.47,$0.47,10859
Gillibrand,12/27/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,12/27/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,12/27/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,12/27/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,12/27/2019 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,29983
Haley,12/27/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,12/27/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,12/27/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/27/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Bloomberg,12/27/2019 12:00:00 AM,$0.05,$0.06,$0.04,$0.04,6991
Yang,12/27/2019 12:00:00 AM,$0.06,$0.08,$0.06,$0.08,10947
Buttigieg,12/27/2019 12:00:00 AM,$0.06,$0.07,$0.06,$0.07,27489
Gabbard,12/27/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5721
Clinton,12/27/2019 12:00:00 AM,$0.03,$0.03,$0.02,$0.02,9624
Harris,12/28/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/28/2019 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,7467
Booker,12/28/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/28/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/28/2019 12:00:00 AM,$0.24,$0.25,$0.23,$0.24,8208
Sanders,12/28/2019 12:00:00 AM,$0.16,$0.18,$0.16,$0.17,9739
Pence,12/28/2019 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,3492
Trump,12/28/2019 12:00:00 AM,$0.47,$0.48,$0.46,$0.46,7846
Gillibrand,12/28/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,12/28/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,12/28/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,12/28/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,12/28/2019 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,6135
Haley,12/28/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
Ryan,12/28/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,12/28/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5
Brown,12/28/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/28/2019 12:00:00 AM,$0.04,$0.06,$0.04,$0.04,5102
Yang,12/28/2019 12:00:00 AM,$0.08,$0.08,$0.07,$0.07,13215
Buttigieg,12/28/2019 12:00:00 AM,$0.07,$0.07,$0.06,$0.07,10787
Gabbard,12/28/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Clinton,12/28/2019 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,3930
Harris,12/29/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/29/2019 12:00:00 AM,$0.06,$0.07,$0.05,$0.07,27292
Booker,12/29/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/29/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/29/2019 12:00:00 AM,$0.24,$0.24,$0.21,$0.21,12563
Sanders,12/29/2019 12:00:00 AM,$0.17,$0.18,$0.16,$0.18,12941
Pence,12/29/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6128
Trump,12/29/2019 12:00:00 AM,$0.46,$0.47,$0.46,$0.47,10765
Gillibrand,12/29/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,12/29/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,12/29/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,12/29/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,12/29/2019 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,6835
Haley,12/29/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,12/29/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,12/29/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/29/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/29/2019 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,10620
Yang,12/29/2019 12:00:00 AM,$0.07,$0.09,$0.07,$0.08,18178
Buttigieg,12/29/2019 12:00:00 AM,$0.07,$0.07,$0.06,$0.07,10680
